emp_id,department,job_role,job_level,business_travel,over_time,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM159,Sales,Sales Executive,3,Travel_Rarely,No,12,11,2,11
RM1095,Sales,Sales Executive,2,Travel_Rarely,No,8,4,7,1
RM1411,Sales,Sales Executive,2,Travel_Rarely,No,11,8,5,10
RM467,Sales,Manager,4,Travel_Rarely,No,18,16,11,8
RM536,Human Resources,Manager,5,Travel_Rarely,No,21,6,12,6
RM1296,Sales,Sales Executive,3,Travel_Rarely,Yes,22,14,13,5
RM028,Sales,Sales Executive,2,Travel_Rarely,No,9,7,4,
RM927,Sales,Sales Executive,3,Travel_Rarely,No,21,7,15,17
RM751,Sales,Sales Executive,4,Travel_Rarely,Yes,12,11,11,11
RM790,Human Resources,Human Resources,3,Travel_Rarely,No,20,6,3,6
RM908,Sales,Manager,5,Travel_Rarely,No,22,9,3,10
RM1201,Human Resources,Human Resources,1,Travel_Rarely,Yes,2,2,2,2
RM453,Sales,Sales Executive,2,Travel_Rarely,No,8,7,3,7
RM565,Sales,Sales Representative,2,Travel_Rarely,No,8,7,3,1
RM030,Sales,Manager,5,Travel_Rarely,No,2,2,2,
RM264,Sales,Manager,4,Travel_Rarely,Yes,7,7,7,7
RM811,Sales,Manager,4,Travel_Rarely,No,12,9,4,9
RM944,Human Resources,Human Resources,1,Travel_Rarely,No,7,6,5,7
RM1032,Sales,Sales Executive,3,Travel_Rarely,No,7,7,4,3
RM1081,Sales,Manager,4,Travel_Rarely,No,13,12,5,1
RM1328,Sales,Sales Executive,4,Travel_Rarely,No,19,17,2,8
RM445,Sales,Sales Executive,2,Travel_Rarely,No,9,7,6,7
RM521,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,2
RM1039,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,2
RM1104,Sales,Sales Executive,2,Travel_Rarely,No,8,7,7,7
RM822,Sales,Sales Executive,4,Travel_Rarely,No,9,8,2,3
RM540,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM1462,Sales,Sales Executive,3,Travel_Rarely,Yes,3,2,2,0
RM617,Sales,Manager,4,Travel_Rarely,No,20,6,4,17
RM948,Sales,Sales Executive,3,Travel_Rarely,Yes,8,7,7,7
RM019,Sales,Manager,4,Travel_Rarely,No,25,8,3,7
RM647,Sales,Sales Executive,4,Travel_Rarely,No,2,0,2,2
RM702,Sales,Manager,4,Travel_Rarely,No,17,13,15,2
RM1397,Sales,Sales Executive,3,Travel_Rarely,Yes,2,2,2,2
RM511,Human Resources,Human Resources,3,Travel_Rarely,No,9,7,7,1
RM772,Sales,Sales Executive,3,Travel_Rarely,No,9,4,7,0
RM609,Sales,Sales Executive,2,Travel_Rarely,No,9,7,7,3
RM976,Sales,Sales Executive,4,Travel_Rarely,Yes,19,7,3,8
RM957,Human Resources,Manager,5,Travel_Rarely,No,7,3,7,7
RM064,Sales,Sales Executive,3,Travel_Rarely,No,21,16,7,9
RM233,Human Resources,Human Resources,1,Travel_Rarely,No,2,2,2,2
RM537,Sales,Sales Executive,2,Travel_Rarely,No,2,2,2,2
RM035,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,0,2,0
RM324,Research & Development,Research Scientist,1,Travel_Rarely,Yes,3,2,2,2
RM541,Research & Development,Research Scientist,1,Travel_Rarely,Yes,7,7,3,7
RM599,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,1
RM933,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,7,7,7,7
RM1443,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM436,Research & Development,Manager,3,Travel_Rarely,Yes,7,6,7,7
RM799,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM670,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2,2,2,2
RM1299,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9,7,3,7
RM780,Research & Development,Research Scientist,1,Travel_Rarely,Yes,10,0,2,7
RM318,Research & Development,Research Scientist,2,Travel_Rarely,No,8,2,7,7
RM123,Research & Development,Research Scientist,1,Travel_Rarely,Yes,5,4,4,3
RM1445,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10,9,9,8
RM596,Research & Development,Research Director,5,Travel_Rarely,Yes,31,15,13,8
RM967,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,10,9,5,9
RM129,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,1,2,1
RM499,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM631,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2,2,2,2
RM1128,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM1387,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7,7,7,6
RM005,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,2
RM718,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,2
RM740,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3,2,2,2
RM669,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM338,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3,2,2,2
RM146,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,2,
RM887,Research & Development,Research Scientist,1,Travel_Rarely,Yes,11,9,5,7
RM942,Research & Development,Laboratory Technician,2,Travel_Rarely,No,9,2,6,7
RM267,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9,0,7,8
RM313,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM370,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM691,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,9,7,8,5
RM1361,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,2
RM532,Research & Development,Research Director,3,Travel_Rarely,No,7,7,7,7
RM1102,Research & Development,Research Scientist,2,Travel_Rarely,No,7,1,2,5
RM591,Research & Development,Research Director,3,Travel_Rarely,No,13,9,3,7
RM884,Research & Development,Research Scientist,1,Travel_Rarely,No,14,10,4,10
RM1283,Research & Development,Research Scientist,1,Travel_Rarely,No,10,8,7,6
RM1426,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,9,7,8,1
RM117,Research & Development,Manager,3,Travel_Rarely,No,11,10,5,8
RM248,Research & Development,Manufacturing Director,2,Travel_Rarely,No,11,9,5,9
RM433,Research & Development,Research Scientist,1,Travel_Rarely,No,7,3,5,7
RM550,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,1,4,3
RM980,Research & Development,Laboratory Technician,2,Travel_Rarely,No,8,7,7,7
RM1118,Research & Development,Research Scientist,2,Travel_Rarely,No,2,2,2,1
RM058,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2,2,2,2
RM277,Research & Development,Manager,3,Travel_Rarely,No,7,7,6,2
RM431,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,4,3
RM597,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM648,Research & Development,Manufacturing Director,3,Travel_Rarely,No,13,10,4,8
RM847,Research & Development,Manufacturing Director,3,Travel_Rarely,No,7,7,6,4
RM925,Research & Development,Research Scientist,1,Travel_Rarely,Yes,3,2,2,2
RM010,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,7,7,7
RM221,Research & Development,Laboratory Technician,2,Travel_Rarely,No,13,11,3,7
RM270,Research & Development,Laboratory Technician,1,Travel_Rarely,No,15,13,10,11
RM292,Research & Development,Research Scientist,2,Travel_Rarely,No,8,0,7,7
RM378,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM665,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,16,8,4,11
RM688,Research & Development,Laboratory Technician,1,Travel_Rarely,No,11,8,3,9
RM774,Research & Development,Manufacturing Director,3,Travel_Rarely,No,14,8,7,8
RM883,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,7,7,7,7
RM928,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,16,14,5,12
RM1279,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,12,8,5,7
RM354,Research & Development,Research Scientist,2,Travel_Rarely,Yes,7,7,6,7
RM473,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6,5,4,3
RM578,Research & Development,Research Scientist,1,Travel_Rarely,Yes,5,3,4,3
RM143,Research & Development,Research Scientist,2,Travel_Rarely,Yes,3,2,2,
RM342,Research & Development,Research Director,3,Travel_Rarely,Yes,11,10,2,9
RM305,Research & Development,Healthcare Representative,3,Travel_Rarely,No,18,10,3,7
RM938,Research & Development,Manager,4,Travel_Rarely,Yes,19,9,15,2
RM1080,Research & Development,Manufacturing Director,3,Travel_Rarely,No,2,0,2,2
RM1149,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7,7,7,7
RM1285,Research & Development,Research Director,3,Travel_Rarely,No,4,3,2,2
RM1336,Research & Development,Research Scientist,2,Travel_Rarely,No,2,2,2,2
RM204,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7,2,3,7
RM258,Research & Development,Research Director,5,Travel_Rarely,No,21,7,3,
RM449,Research & Development,Manufacturing Director,4,Travel_Rarely,No,20,6,5,13
RM554,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,2,2,3
RM786,Research & Development,Healthcare Representative,3,Travel_Rarely,No,11,10,11,1
RM979,Research & Development,Healthcare Representative,2,Travel_Rarely,No,12,11,11,8
RM1165,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,4,2,3,3
RM1305,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,4,7,7
RM1349,Research & Development,Manager,4,Travel_Rarely,No,19,7,11,16
RM1456,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM687,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,18,13,2,17
RM738,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2,2,2,1
RM257,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,9,6,7,
RM800,Research & Development,Manager,4,Travel_Rarely,No,22,6,13,7
RM1358,Research & Development,Research Director,3,Travel_Rarely,No,13,7,5,7
RM1444,Research & Development,Manager,5,Travel_Rarely,No,22,6,4,14
RM1331,Research & Development,Manager,5,Travel_Rarely,No,16,12,6,14
RM029,Research & Development,Healthcare Representative,3,Travel_Rarely,No,22,6,5,
RM618,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,2,2,3
RM1079,Research & Development,Research Director,4,Travel_Rarely,No,20,6,14,17
RM1353,Research & Development,Healthcare Representative,2,Travel_Rarely,No,2,0,2,2
RM269,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,20,7,4,10
RM335,Research & Development,Research Scientist,2,Travel_Rarely,No,10,9,9,8
RM1347,Research & Development,Manufacturing Director,2,Travel_Rarely,No,9,8,3,8
RM771,Research & Development,Research Director,5,Travel_Rarely,No,2,2,2,2
RM1278,Research & Development,Research Director,5,Travel_Rarely,Yes,2,1,2,2
RM1323,Research & Development,Manufacturing Director,3,Travel_Rarely,No,9,8,4,7
RM1025,Research & Development,Research Director,4,Travel_Rarely,No,20,17,5,6
RM1304,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,22,11,14,10
RM1322,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,0
RM1415,Research & Development,Healthcare Representative,3,Travel_Rarely,No,17,14,12,11
RM736,Research & Development,Healthcare Representative,2,Travel_Rarely,No,2,2,2,2
RM737,Research & Development,Healthcare Representative,3,Travel_Rarely,No,15,11,4,8
RM1115,Research & Development,Research Scientist,1,Travel_Rarely,No,8,2,7,6
RM1332,Research & Development,Research Director,5,Travel_Rarely,No,22,10,12,9
RM1182,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,15,11,2,12
RM1193,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2,2,2,2
RM063,Research & Development,Research Director,5,Travel_Rarely,Yes,27,3,13,8
RM166,Research & Development,Manager,5,Travel_Rarely,No,5,4,4,4
RM426,Research & Development,Manager,4,Travel_Rarely,No,27,10,15,7
RM767,Research & Development,Research Director,5,Travel_Rarely,Yes,8,1,7,7
RM124,Research & Development,Research Director,5,Travel_Rarely,No,20,18,15,15
RM214,Research & Development,Research Director,3,Travel_Rarely,No,10,9,4,7
RM1276,Research & Development,Manager,3,Travel_Rarely,No,2,2,2,2
RM191,Research & Development,Manager,5,Travel_Rarely,No,33,18,11,9
RM231,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,2
RM469,Research & Development,Research Scientist,2,Travel_Rarely,Yes,10,9,6,9
RM700,Research & Development,Manager,4,Travel_Rarely,No,9,8,7,8
RM807,Research & Development,Healthcare Representative,3,Travel_Rarely,No,8,6,4,0
RM026,Research & Development,Manager,5,Travel_Rarely,No,14,13,4,
RM557,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2,2,2,2
RM650,Research & Development,Research Director,4,Travel_Rarely,No,12,9,3,8
RM859,Research & Development,Manager,5,Travel_Rarely,No,7,7,4,7
RM1044,Research & Development,Research Director,4,Travel_Rarely,No,9,8,8,8
RM1009,Research & Development,Research Director,4,Travel_Rarely,No,20,7,12,7
RM1185,Research & Development,Manager,4,Travel_Rarely,No,10,8,4,7
RM1398,Research & Development,Research Scientist,2,Travel_Rarely,No,4,3,2,3
RM188,Research & Development,Research Director,5,Travel_Rarely,No,24,15,2,15
RM271,Research & Development,Manager,5,Travel_Rarely,Yes,36,10,4,13
RM956,Research & Development,Manager,5,Travel_Rarely,No,19,9,9,11
RM176,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM852,Research & Development,Manager,5,Travel_Rarely,No,5,2,4,2
RM977,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,19,16,15,9
RM1054,Research & Development,Research Scientist,2,Travel_Rarely,No,12,9,2,8
RM744,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,5,3,4,3
RM920,Research & Development,Manufacturing Director,3,Travel_Rarely,No,9,7,5,4
RM412,Research & Development,Manager,5,Travel_Rarely,No,29,8,11,10
RM877,Sales,Sales Representative,1,Travel_Rarely,No,2,1,2,2
RM1179,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM363,Sales,Sales Representative,1,Non-Travel,No,3,2,2,
RM816,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2,2,2,2
RM1153,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM161,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM207,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,2,2,
RM725,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4,2,3,2
RM109,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,1
RM935,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,1
RM065,Research & Development,Healthcare Representative,3,Travel_Rarely,No,17,14,12,8
RM385,Sales,Sales Executive,3,Travel_Rarely,No,10,9,9,0
RM443,Sales,Sales Executive,3,Non-Travel,No,10,3,9,7
RM622,Sales,Sales Executive,2,Travel_Rarely,Yes,18,14,4,11
RM1448,Sales,Sales Executive,2,Non-Travel,No,15,12,11,11
RM286,Research & Development,Research Scientist,1,Travel_Rarely,No,17,12,5,7
RM387,Research & Development,Laboratory Technician,1,Travel_Rarely,No,18,7,12,17
RM468,Sales,Sales Executive,3,Non-Travel,No,9,5,7,7
RM507,Research & Development,Manufacturing Director,3,Travel_Rarely,No,10,7,7,8
RM856,Research & Development,Manufacturing Director,2,Travel_Rarely,No,14,8,3,11
RM1090,Research & Development,Research Scientist,2,Travel_Rarely,No,10,8,3,7
RM1164,Research & Development,Research Scientist,1,Travel_Rarely,No,8,4,7,7
RM1433,Research & Development,Research Director,3,Travel_Rarely,Yes,16,11,6,8
RM062,Research & Development,Laboratory Technician,2,Travel_Frequently,No,10,3,9,9
RM180,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2,2,2,1
RM278,Sales,Sales Executive,2,Travel_Rarely,Yes,8,0,7,7
RM682,Research & Development,Research Director,3,Travel_Rarely,No,15,12,5,11
RM827,Human Resources,Human Resources,1,Travel_Rarely,No,7,6,5,0
RM1194,Research & Development,Laboratory Technician,1,Travel_Frequently,No,4,3,3,3
RM315,Research & Development,Manager,4,Travel_Rarely,Yes,21,9,11,10
RM327,Research & Development,Manager,5,Travel_Frequently,No,21,9,13,3
RM527,Research & Development,Healthcare Representative,2,Travel_Rarely,No,20,7,11,10
RM739,Research & Development,Manufacturing Director,4,Travel_Rarely,No,21,6,11,8
RM754,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,21,6,2,8
RM1241,Research & Development,Laboratory Technician,2,Non-Travel,Yes,9,8,5,8
RM1373,Research & Development,Manufacturing Director,2,Travel_Rarely,No,10,0,7,9
RM091,Research & Development,Healthcare Representative,4,Travel_Frequently,No,22,3,11,11
RM151,Research & Development,Research Scientist,2,Travel_Frequently,No,20,7,2,13
RM187,Research & Development,Manager,5,Travel_Rarely,No,20,8,9,9
RM244,Research & Development,Research Scientist,2,Travel_Rarely,No,9,8,4,7
RM583,Research & Development,Healthcare Representative,2,Travel_Frequently,No,8,7,3,7
RM769,Sales,Sales Executive,2,Travel_Rarely,No,7,7,7,5
RM815,Research & Development,Research Director,5,Travel_Rarely,No,20,7,4,9
RM960,Research & Development,Research Scientist,2,Travel_Rarely,No,9,8,8,8
RM1097,Human Resources,Manager,4,Travel_Rarely,Yes,21,7,7,7
RM1157,Research & Development,Manufacturing Director,3,Travel_Rarely,No,18,15,14,12
RM1243,Sales,Manager,5,Travel_Rarely,No,21,8,12,8
RM1410,Research & Development,Laboratory Technician,2,Travel_Frequently,No,10,9,9,4
RM539,Human Resources,Manager,5,Travel_Rarely,No,22,7,2,10
RM747,Research & Development,Research Director,5,Non-Travel,No,21,16,5,10
RM952,Sales,Sales Executive,2,Non-Travel,No,19,2,11,9
RM1219,Sales,Sales Executive,3,Travel_Rarely,No,10,8,8,7
RM232,Research & Development,Manager,5,Travel_Rarely,No,22,17,11,15
RM282,Sales,Sales Executive,2,Travel_Rarely,No,20,16,11,6
RM452,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,10,9,5,8
RM489,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10,2,2,2
RM585,Research & Development,Manager,5,Travel_Frequently,No,24,7,14,9
RM605,Research & Development,Manufacturing Director,2,Travel_Rarely,No,9,8,7,8
RM1051,Research & Development,Laboratory Technician,1,Travel_Frequently,No,12,9,5,8
RM1405,Research & Development,Research Scientist,2,Non-Travel,No,20,9,3,7
RM120,Sales,Manager,4,Travel_Frequently,Yes,25,12,4,12
RM391,Research & Development,Research Director,4,Travel_Rarely,No,25,10,3,9
RM1186,Research & Development,Research Director,4,Travel_Rarely,No,14,10,6,11
RM1217,Sales,Sales Executive,2,Travel_Rarely,Yes,10,9,8,8
RM1317,Sales,Sales Executive,2,Travel_Frequently,No,7,7,7,7
RM659,Research & Development,Research Scientist,1,Travel_Rarely,Yes,8,7,7,1
RM876,Research & Development,Research Scientist,2,Travel_Rarely,No,20,11,13,17
RM892,Research & Development,Research Scientist,1,Travel_Rarely,No,10,5,7,7
RM923,Research & Development,Manager,5,Travel_Rarely,No,25,9,14,13
RM1215,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,8,7,6,7
RM312,Research & Development,Laboratory Technician,3,Travel_Frequently,No,24,9,9,11
RM806,Sales,Sales Executive,2,Non-Travel,No,15,10,4,12
RM1100,Research & Development,Healthcare Representative,3,Travel_Rarely,No,10,8,7,7
RM1144,Sales,Sales Executive,2,Non-Travel,No,10,7,4,5
RM1161,Research & Development,Manufacturing Director,2,Travel_Rarely,No,10,7,3,9
RM1226,Research & Development,Research Director,4,Travel_Rarely,No,21,6,8,6
RM179,Sales,Sales Executive,3,Travel_Rarely,No,24,13,15,7
RM593,Research & Development,Manager,4,Travel_Rarely,Yes,26,14,3,0
RM708,Research & Development,Manufacturing Director,2,Travel_Frequently,Yes,19,10,2,7
RM130,Research & Development,Manufacturing Director,2,Travel_Rarely,No,15,11,5,11
RM478,Human Resources,Manager,5,Travel_Frequently,No,32,5,10,7
RM524,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,20,8,3,8
RM654,Research & Development,Manager,4,Non-Travel,No,31,6,14,7
RM1087,Research & Development,Research Director,4,Travel_Frequently,Yes,32,6,13,9
RM238,Sales,Manager,5,Non-Travel,Yes,33,7,15,12
RM915,Research & Development,Healthcare Representative,4,Non-Travel,Yes,33,9,15,0
RM1117,Sales,Manager,5,Travel_Rarely,No,36,6,2,13
RM939,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,2,2
RM916,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,2
RM797,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,7,7,5,6
RM694,Sales,Sales Executive,3,Travel_Rarely,Yes,16,7,3,7
RM753,Research & Development,Laboratory Technician,1,Travel_Rarely,No,17,13,15,14
RM046,Research & Development,Research Director,5,Travel_Rarely,No,22,15,15,8
RM367,Sales,Sales Executive,2,Travel_Frequently,No,8,7,7,7
RM1280,Research & Development,Research Scientist,1,Travel_Frequently,Yes,5,3,2,3
RM090,Sales,Sales Executive,3,Travel_Rarely,No,9,8,4,7
RM272,Research & Development,Manager,3,Non-Travel,Yes,10,7,9,9
RM608,Sales,Sales Executive,3,Travel_Rarely,No,9,8,7,7
RM750,Sales,Manager,5,Travel_Rarely,No,32,14,6,9
RM127,Research & Development,Healthcare Representative,3,Travel_Rarely,No,40,10,15,6
RM135,Human Resources,Human Resources,1,Travel_Rarely,No,8,7,5,7
RM913,Research & Development,Research Scientist,1,Travel_Rarely,Yes,8,5,2,2
RM1207,Research & Development,Laboratory Technician,1,Non-Travel,No,7,7,5,7
RM1329,Sales,Sales Representative,2,Travel_Rarely,No,9,8,5,8
RM613,Sales,Sales Executive,2,Travel_Rarely,Yes,8,7,7,5
RM045,Research & Development,Laboratory Technician,2,Travel_Frequently,No,12,8,3,7
RM212,Research & Development,Manufacturing Director,3,Non-Travel,No,11,8,5,8
RM326,Research & Development,Manufacturing Director,3,Travel_Frequently,No,10,9,8,9
RM1390,Research & Development,Research Scientist,2,Travel_Frequently,No,10,8,8,7
RM027,Research & Development,Research Scientist,1,Travel_Frequently,Yes,10,2,6,
RM061,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,9,8,7,8
RM881,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,2
RM793,Research & Development,Research Scientist,2,Travel_Frequently,No,13,7,3,8
RM1399,Research & Development,Healthcare Representative,2,Travel_Frequently,No,9,7,2,8
RM1301,Sales,Sales Executive,2,Travel_Rarely,No,10,8,4,8
RM1354,Research & Development,Research Scientist,1,Non-Travel,Yes,5,2,3,0
RM1385,Sales,Sales Executive,3,Travel_Rarely,No,14,8,2,1
RM636,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,17,14,5,15
RM126,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,4,3
RM285,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,5,3,3,3
RM294,Sales,Sales Executive,2,Travel_Rarely,Yes,8,7,7,4
RM356,Sales,Sales Executive,2,Travel_Rarely,No,8,7,7,7
RM834,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,2,2
RM890,Research & Development,Research Scientist,1,Travel_Rarely,Yes,9,7,6,8
RM997,Sales,Sales Executive,2,Travel_Rarely,Yes,6,2,4,4
RM998,Research & Development,Research Scientist,1,Travel_Rarely,Yes,8,2,7,7
RM052,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2,2,2,2
RM794,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,2,2,2
RM869,Research & Development,Laboratory Technician,1,Travel_Rarely,No,6,5,3,3
RM930,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,2,2,2,2
RM1324,Human Resources,Human Resources,1,Non-Travel,No,3,2,2,2
RM016,Research & Development,Manufacturing Director,3,Travel_Rarely,No,10,9,8,8
RM228,Sales,Sales Executive,3,Travel_Frequently,No,11,10,4,1
RM520,Research & Development,Research Scientist,1,Travel_Frequently,No,10,7,2,8
RM556,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM837,Sales,Sales Executive,3,Travel_Rarely,No,11,8,3,10
RM1250,Sales,Sales Representative,1,Travel_Rarely,No,2,2,2,2
RM1319,Research & Development,Laboratory Technician,1,Travel_Frequently,No,11,8,3,10
RM081,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,10,8,3,0
RM089,Research & Development,Healthcare Representative,2,Travel_Rarely,No,11,10,10,8
RM093,Sales,Sales Executive,2,Travel_Rarely,Yes,11,8,2,7
RM174,Research & Development,Laboratory Technician,2,Non-Travel,No,12,9,6,10
RM875,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,7,8,9
RM1107,Sales,Sales Executive,2,Travel_Rarely,No,10,8,6,7
RM013,Research & Development,Research Scientist,1,Travel_Rarely,No,5,2,4,3
RM293,Sales,Sales Representative,1,Travel_Frequently,No,2,2,2,2
RM343,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,11,9,4,10
RM395,Research & Development,Manufacturing Director,2,Travel_Rarely,No,13,10,3,12
RM400,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,2,3,2
RM832,Research & Development,Laboratory Technician,1,Travel_Frequently,No,2,2,2,2
RM951,Sales,Sales Executive,3,Non-Travel,Yes,10,8,9,6
RM953,Sales,Sales Representative,1,Travel_Frequently,Yes,3,2,2,2
RM986,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,10,2,6,7
RM1031,Sales,Sales Executive,3,Travel_Rarely,No,13,7,9,9
RM1034,Research & Development,Manufacturing Director,3,Travel_Frequently,No,10,8,4,7
RM1086,Research & Development,Research Scientist,1,Travel_Frequently,No,7,2,7,7
RM1275,Sales,Sales Executive,2,Travel_Rarely,No,12,7,5,7
RM1383,Research & Development,Research Scientist,1,Non-Travel,Yes,4,2,2,3
RM095,Sales,Sales Executive,2,Travel_Rarely,No,11,8,5,7
RM155,Sales,Sales Executive,3,Travel_Frequently,No,9,8,3,7
RM211,Sales,Sales Executive,3,Travel_Rarely,No,14,8,9,
RM307,Sales,Sales Executive,2,Travel_Rarely,No,13,8,4,8
RM320,Sales,Sales Executive,2,Travel_Rarely,Yes,13,12,11,9
RM559,Research & Development,Laboratory Technician,2,Travel_Frequently,No,10,8,4,7
RM601,Research & Development,Manufacturing Director,2,Travel_Rarely,No,14,13,6,8
RM642,Sales,Sales Executive,2,Travel_Frequently,No,10,8,5,3
RM693,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8,7,6,3
RM1427,Research & Development,Laboratory Technician,1,Travel_Rarely,No,6,2,4,1
RM1432,Sales,Sales Executive,3,Travel_Rarely,No,14,10,5,7
RM004,Research & Development,Research Scientist,1,Travel_Frequently,Yes,8,7,3,0
RM056,Research & Development,Research Director,3,Travel_Frequently,Yes,15,14,8,12
RM515,Research & Development,Research Scientist,1,Travel_Frequently,Yes,10,8,9,7
RM563,Research & Development,Research Scientist,1,Travel_Rarely,Yes,10,9,7,8
RM711,Sales,Manager,4,Non-Travel,No,10,8,6,0
RM1096,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,15,14,5,7
RM1211,Research & Development,Laboratory Technician,1,Travel_Rarely,No,14,11,2,13
RM104,Research & Development,Research Scientist,2,Travel_Rarely,No,16,13,2,10
RM203,Research & Development,Research Scientist,1,Travel_Frequently,Yes,5,3,2,0
RM463,Sales,Sales Executive,2,Travel_Rarely,No,10,7,5,7
