emp_id,employee_number,age,age_group,gender,marital_status,education,education_field,distance_from_home,num_companies_worked,total_working_years,attrition,attrition_count
RM772,1070,54,46-55,Female,Married,4,Life Sciences,2,6,13,No,0
RM609,842,55,46-55,Male,Single,1,Medical,2,4,12,Yes,1
RM976,1372,55,46-55,Male,Single,4,Marketing,13,6,24,Yes,1
RM957,1338,56,55+,Male,Single,4,Life Sciences,8,6,36,No,0
RM064,81,59,55+,Female,Single,3,Life Sciences,25,7,28,No,0
RM233,321,59,55+,Male,Married,2,Medical,6,8,7,No,0
RM537,732,60,55+,Male,Single,4,Marketing,16,8,10,No,0
RM035,45,24,18-25,Male,Married,3,Medical,1,2,6,Yes,1
RM324,440,28,26-35,Male,Married,4,Medical,2,5,5,Yes,1
RM541,741,28,26-35,Female,Single,2,Life Sciences,1,7,10,Yes,1
RM599,828,28,26-35,Male,Single,4,Medical,2,6,5,Yes,1
RM933,1299,29,26-35,Female,Divorced,3,Technical Degree,7,3,10,Yes,1
RM1443,2027,29,26-35,Male,Married,4,Medical,1,9,4,Yes,1
RM436,582,33,26-35,Male,Married,1,Medical,15,7,15,Yes,1
RM799,1108,33,26-35,Male,Single,3,Medical,25,4,5,Yes,1
RM670,932,39,36-45,Male,Married,3,Medical,6,7,8,Yes,1
RM1299,1821,46,46-55,Female,Married,2,Medical,21,4,13,Yes,1
RM780,1081,51,46-55,Male,Married,4,Life Sciences,4,9,18,Yes,1
RM318,433,52,46-55,Male,Married,4,Medical,8,2,11,Yes,1
RM123,161,56,55+,Female,Married,4,Life Sciences,14,9,7,Yes,1
RM1445,2032,56,55+,Male,Married,2,Technical Degree,7,8,14,Yes,1
RM596,825,58,55+,Male,Single,4,Life Sciences,2,7,40,Yes,1
RM967,1360,58,55+,Female,Married,4,Medical,7,7,31,Yes,1
RM129,169,22,18-25,Male,Married,1,Technical Degree,2,0,3,No,0
RM499,675,22,18-25,Male,Married,1,Medical,6,0,3,No,0
RM631,872,22,18-25,Male,Married,2,Life Sciences,1,6,4,No,0
RM1128,1592,23,18-25,Male,Married,3,Technical Degree,10,2,4,No,0
RM1387,1952,26,26-35,Male,Single,3,Medical,1,0,8,No,0
RM005,7,27,26-35,Male,Married,1,Medical,2,9,6,No,0
RM718,1001,27,26-35,Female,Married,4,Technical Degree,16,9,4,No,0
RM740,1027,27,26-35,Female,Married,4,Life Sciences,2,0,4,No,0
RM669,930,28,26-35,Female,Divorced,3,Medical,9,5,6,No,0
RM338,455,29,26-35,Male,Single,5,Other,9,0,4,No,0
RM146,197,30,26-35,Female,Divorced,3,Technical Degree,5,5,8,No,0
RM887,1241,30,26-35,Male,Married,3,Medical,1,0,12,No,0
RM942,1311,30,26-35,Female,Married,3,Technical Degree,6,0,10,No,0
RM267,367,31,26-35,Male,Married,3,Medical,23,0,10,No,0
RM313,426,31,26-35,Male,Divorced,4,Life Sciences,2,0,3,No,0
RM370,493,31,26-35,Male,Single,4,Life Sciences,9,0,3,No,0
RM691,961,31,26-35,Female,Married,3,Medical,12,0,10,No,0
RM1361,1916,31,26-35,Female,Divorced,3,Medical,4,8,4,No,0
RM532,727,32,26-35,Female,Single,2,Life Sciences,3,3,10,No,0
RM1102,1555,32,26-35,Female,Married,2,Life Sciences,5,3,12,No,0
RM591,817,33,26-35,Male,Married,3,Medical,7,0,14,No,0
RM884,1238,33,26-35,Male,Married,3,Medical,9,0,15,No,0
RM1283,1798,33,26-35,Male,Married,4,Life Sciences,8,6,14,No,0
RM1426,2009,33,26-35,Female,Married,2,Medical,15,0,10,No,0
RM117,153,34,26-35,Female,Single,3,Medical,5,2,14,No,0
RM248,339,34,26-35,Male,Married,4,Life Sciences,2,6,13,No,0
RM433,579,34,26-35,Male,Divorced,4,Life Sciences,2,3,14,No,0
RM550,757,34,26-35,Female,Single,2,Medical,8,3,10,No,0
RM980,1377,34,26-35,Male,Married,3,Medical,29,4,10,No,0
RM1118,1580,34,26-35,Male,Married,4,Life Sciences,1,9,9,No,0
RM058,75,35,26-35,Female,Married,4,Medical,23,3,4,No,0
RM277,381,35,26-35,Female,Divorced,3,Life Sciences,22,7,10,No,0
RM431,577,35,26-35,Male,Single,3,Life Sciences,22,0,6,No,0
RM597,826,35,26-35,Female,Single,4,Life Sciences,1,3,7,No,0
RM648,899,35,26-35,Male,Married,3,Technical Degree,25,3,16,No,0
RM847,1182,35,26-35,Male,Divorced,3,Life Sciences,2,2,15,No,0
RM925,1291,35,26-35,Male,Married,1,Life Sciences,6,0,4,No,0
RM010,13,36,36-45,Male,Married,3,Medical,27,6,17,No,0
RM221,304,36,36-45,Male,Single,2,Life Sciences,5,8,16,No,0
RM270,373,36,36-45,Male,Married,3,Life Sciences,6,0,16,No,0
RM292,397,36,36-45,Male,Single,3,Technical Degree,3,4,10,No,0
RM378,501,36,36-45,Female,Married,3,Life Sciences,2,4,6,No,0
RM665,924,36,36-45,Male,Married,1,Life Sciences,14,0,17,No,0
RM688,958,36,36-45,Male,Single,4,Medical,2,4,16,No,0
RM774,1073,36,36-45,Female,Single,5,Medical,12,0,15,No,0
RM883,1237,36,36-45,Female,Divorced,3,Technical Degree,1,2,17,No,0
RM928,1294,36,36-45,Female,Single,4,Life Sciences,2,9,18,No,0
RM1279,1790,36,36-45,Male,Married,3,Life Sciences,10,7,15,No,0
RM354,474,37,36-45,Male,Divorced,3,Medical,6,4,13,No,0
RM473,635,37,36-45,Female,Married,4,Life Sciences,1,6,8,No,0
RM578,802,37,36-45,Female,Divorced,1,Life Sciences,10,0,6,No,0
RM143,193,38,36-45,Female,Single,5,Technical Degree,3,3,19,No,0
RM342,461,38,36-45,Male,Divorced,2,Life Sciences,15,0,12,No,0
RM305,417,39,36-45,Male,Divorced,3,Medical,1,0,19,No,0
RM938,1307,39,36-45,Female,Divorced,4,Medical,13,6,21,No,0
RM1080,1525,39,36-45,Female,Single,3,Life Sciences,6,4,9,No,0
RM1149,1618,39,36-45,Male,Married,5,Medical,10,2,10,No,0
RM1285,1800,39,36-45,Male,Single,1,Medical,10,7,9,No,0
RM1336,1871,39,36-45,Male,Divorced,4,Other,19,8,7,No,0
RM204,281,40,36-45,Male,Married,2,Medical,19,8,15,No,0
RM258,352,40,36-45,Male,Divorced,2,Medical,2,0,22,No,0
RM449,601,40,36-45,Female,Single,3,Life Sciences,6,7,22,No,0
RM554,763,40,36-45,Female,Single,1,Medical,2,0,5,No,0
RM786,1092,40,36-45,Male,Married,4,Technical Degree,20,4,14,No,0
RM979,1375,40,36-45,Female,Divorced,1,Medical,2,5,15,No,0
RM1165,1641,40,36-45,Female,Single,3,Life Sciences,16,6,18,No,0
RM1305,1829,40,36-45,Female,Divorced,3,Life Sciences,12,2,15,No,0
RM1349,1892,40,36-45,Male,Divorced,4,Life Sciences,1,2,22,No,0
RM1456,2048,40,36-45,Male,Single,4,Life Sciences,2,2,8,No,0
RM687,957,41,36-45,Male,Single,3,Medical,6,2,20,No,0
RM738,1025,41,36-45,Female,Single,2,Medical,7,6,8,No,0
RM257,351,42,36-45,Female,Divorced,3,Medical,2,0,10,No,0
RM800,1109,42,36-45,Male,Married,2,Medical,2,0,23,No,0
RM1358,1911,42,36-45,Male,Married,3,Medical,6,9,18,No,0
RM1444,2031,42,36-45,Male,Married,3,Life Sciences,2,5,24,No,0
RM1331,1866,43,36-45,Female,Married,3,Medical,6,7,21,No,0
RM029,36,44,36-45,Female,Married,4,Medical,7,3,24,No,0
RM618,852,44,36-45,Male,Single,3,Medical,4,9,10,No,0
RM1079,1523,44,36-45,Male,Married,3,Life Sciences,28,3,24,No,0
RM1353,1903,44,36-45,Male,Married,4,Life Sciences,1,2,10,No,0
RM269,372,45,36-45,Male,Married,2,Medical,20,0,21,No,0
RM335,452,45,36-45,Male,Married,4,Other,8,9,12,No,0
RM1347,1888,45,36-45,Female,Married,2,Life Sciences,25,0,10,No,0
RM771,1069,46,46-55,Male,Divorced,4,Medical,1,9,23,No,0
RM1278,1789,46,46-55,Male,Divorced,4,Medical,2,7,24,No,0
RM1323,1857,46,46-55,Male,Divorced,2,Life Sciences,2,3,12,No,0
RM1025,1443,47,46-55,Female,Married,4,Medical,2,3,26,No,0
RM1304,1827,47,46-55,Female,Divorced,3,Life Sciences,4,8,28,No,0
RM1322,1856,47,46-55,Female,Single,4,Life Sciences,9,4,7,No,0
RM1415,1993,47,46-55,Male,Single,3,Medical,25,2,25,No,0
RM736,1022,48,46-55,Male,Single,3,Life Sciences,6,2,19,No,0
RM737,1024,48,46-55,Male,Single,4,Life Sciences,4,7,27,No,0
RM1115,1576,48,46-55,Female,Married,4,Other,15,8,10,No,0
RM1332,1867,48,46-55,Male,Married,3,Life Sciences,10,4,29,No,0
RM1182,1661,49,46-55,Female,Married,1,Life Sciences,6,2,30,No,0
RM1193,1674,49,46-55,Female,Divorced,3,Medical,16,4,17,No,0
RM063,80,50,46-55,Female,Divorced,2,Medical,7,5,29,No,0
RM166,226,50,46-55,Female,Single,3,Life Sciences,11,3,21,No,0
RM426,569,50,46-55,Male,Married,4,Life Sciences,29,0,28,No,0
RM767,1061,50,46-55,Male,Married,4,Medical,2,2,29,No,0
RM124,162,51,46-55,Male,Single,3,Life Sciences,6,7,23,No,0
RM214,296,51,46-55,Male,Married,4,Life Sciences,8,5,16,No,0
RM1276,1786,51,46-55,Female,Married,3,Technical Degree,3,2,15,No,0
RM191,259,52,46-55,Male,Married,4,Life Sciences,1,0,34,No,0
RM231,316,52,46-55,Female,Single,3,Life Sciences,2,7,6,No,0
RM469,630,52,46-55,Male,Divorced,2,Technical Degree,6,3,18,No,0
RM700,976,52,46-55,Male,Married,2,Life Sciences,1,2,26,No,0
RM807,1118,52,46-55,Male,Single,4,Life Sciences,7,7,18,No,0
RM026,32,53,46-55,Female,Divorced,3,Other,5,4,26,No,0
RM557,769,53,46-55,Male,Single,3,Life Sciences,6,2,19,No,0
RM650,901,53,46-55,Female,Single,4,Life Sciences,23,6,33,No,0
RM859,1201,53,46-55,Female,Divorced,2,Medical,7,3,26,No,0
RM1044,1472,53,46-55,Male,Single,3,Medical,2,4,35,No,0
RM1009,1422,54,46-55,Female,Single,3,Medical,1,6,29,No,0
RM1185,1665,54,46-55,Female,Married,5,Medical,22,3,36,No,0
RM1398,1969,54,46-55,Female,Married,2,Life Sciences,9,3,9,No,0
RM188,254,55,46-55,Male,Single,4,Medical,14,8,36,No,0
RM271,374,55,46-55,Male,Single,3,Medical,1,0,37,No,0
RM956,1336,55,46-55,Female,Married,2,Medical,2,4,23,No,0
RM176,241,56,55+,Female,Divorced,3,Life Sciences,8,4,19,No,0
RM852,1191,56,55+,Female,Divorced,4,Technical Degree,4,4,28,No,0
RM977,1373,56,55+,Male,Married,3,Life Sciences,23,4,33,No,0
RM1054,1483,57,55+,Male,Married,2,Life Sciences,1,0,13,No,0
RM744,1032,59,55+,Female,Single,3,Life Sciences,2,3,30,No,0
RM920,1283,59,55+,Male,Single,4,Medical,18,6,25,No,0
RM412,549,60,55+,Female,Married,3,Life Sciences,7,5,33,No,0
RM877,1226,20,18-25,Male,Single,3,Marketing,21,1,2,No,0
RM1179,1657,20,18-25,Female,Single,3,Medical,2,1,2,No,0
RM363,484,21,18-25,Male,Single,2,Medical,9,1,3,No,0
RM816,1131,21,18-25,Female,Single,1,Technical Degree,1,1,2,No,0
RM1153,1623,21,18-25,Male,Single,1,Medical,5,1,3,No,0
RM161,217,22,18-25,Male,Married,1,Medical,19,1,2,No,0
RM207,284,22,18-25,Male,Divorced,3,Life Sciences,5,1,4,No,0
RM725,1009,24,18-25,Female,Divorced,1,Medical,17,1,5,No,0
RM109,143,25,18-25,Male,Married,1,Medical,7,1,2,No,0
RM935,1303,25,18-25,Female,Single,3,Medical,1,1,2,No,0
RM065,83,36,36-45,Female,Divorced,3,Technical Degree,8,1,17,No,0
RM385,513,36,36-45,Male,Married,2,Medical,2,1,10,No,0
RM443,592,36,36-45,Male,Single,4,Medical,10,1,10,No,0
RM622,857,36,36-45,Male,Married,2,Life Sciences,1,1,18,No,0
RM1448,2036,36,36-45,Male,Divorced,4,Marketing,15,1,15,No,0
RM286,391,37,36-45,Female,Single,3,Life Sciences,1,1,17,No,0
RM387,515,37,36-45,Female,Divorced,3,Life Sciences,14,1,18,No,0
RM468,626,37,36-45,Male,Divorced,4,Medical,9,1,9,No,0
RM507,689,37,36-45,Male,Married,3,Other,3,1,10,No,0
RM856,1196,37,36-45,Female,Married,3,Life Sciences,1,1,14,No,0
RM1090,1543,37,36-45,Male,Married,3,Medical,13,1,10,No,0
RM1164,1640,37,36-45,Female,Married,3,Medical,10,1,8,No,0
RM1433,2017,37,36-45,Female,Married,3,Life Sciences,10,1,16,No,0
RM062,79,38,36-45,Female,Single,5,Life Sciences,29,1,10,No,0
RM180,245,38,36-45,Female,Single,2,Life Sciences,9,1,2,No,0
RM278,382,38,36-45,Female,Divorced,2,Medical,7,1,8,No,0
RM682,950,38,36-45,Female,Married,3,Technical Degree,1,1,15,No,0
RM827,1152,38,36-45,Male,Married,3,Human Resources,1,1,7,No,0
RM1194,1675,38,36-45,Female,Single,3,Medical,2,1,4,No,0
RM315,429,39,36-45,Male,Married,1,Medical,10,1,21,No,0
RM327,444,39,36-45,Male,Married,2,Medical,7,1,21,No,0
RM527,721,39,36-45,Female,Single,4,Technical Degree,2,1,20,No,0
RM739,1026,39,36-45,Female,Married,1,Life Sciences,1,1,21,No,0
RM754,1043,39,36-45,Female,Single,3,Medical,22,1,21,No,0
RM1241,1737,39,36-45,Male,Married,3,Life Sciences,1,1,9,No,0
RM1373,1936,39,36-45,Male,Married,2,Medical,9,1,10,No,0
RM091,119,40,36-45,Male,Married,4,Life Sciences,1,1,22,No,0
RM151,202,40,36-45,Female,Divorced,3,Medical,26,1,20,No,0
RM187,253,40,36-45,Female,Married,1,Medical,4,1,21,No,0
RM244,335,40,36-45,Male,Divorced,2,Technical Degree,24,1,9,No,0
RM583,807,40,36-45,Female,Married,2,Medical,2,1,8,No,0
RM769,1066,40,36-45,Male,Married,3,Marketing,26,1,8,No,0
RM815,1128,40,36-45,Male,Single,3,Medical,14,1,21,No,0
RM960,1346,40,36-45,Male,Single,3,Life Sciences,2,1,9,No,0
RM1097,1550,40,36-45,Male,Single,2,Medical,6,1,21,No,0
RM1157,1628,40,36-45,Female,Married,3,Life Sciences,15,1,18,No,0
RM1243,1740,40,36-45,Male,Single,4,Medical,7,1,21,No,0
RM1410,1985,40,36-45,Female,Married,3,Technical Degree,11,1,10,No,0
RM539,734,41,36-45,Male,Married,3,Human Resources,1,1,22,No,0
RM747,1035,41,36-45,Female,Divorced,1,Life Sciences,7,1,21,No,0
RM952,1329,41,36-45,Male,Single,2,Medical,10,1,19,No,0
RM1219,1708,41,36-45,Male,Single,3,Marketing,6,1,10,No,0
RM232,319,42,36-45,Male,Married,2,Technical Degree,4,1,22,No,0
RM282,387,42,36-45,Male,Married,1,Life Sciences,1,1,20,No,0
RM452,605,42,36-45,Male,Married,3,Medical,24,1,10,No,0
RM489,659,42,36-45,Female,Married,4,Life Sciences,2,1,10,No,0
RM585,809,42,36-45,Male,Divorced,3,Life Sciences,8,1,24,No,0
RM605,836,42,36-45,Male,Married,3,Life Sciences,29,1,10,No,0
RM1051,1480,42,36-45,Female,Single,2,Medical,9,1,12,No,0
RM1405,1976,42,36-45,Male,Single,2,Life Sciences,23,1,20,No,0
RM120,158,43,36-45,Male,Married,2,Life Sciences,26,1,25,No,0
RM391,520,43,36-45,Male,Divorced,3,Life Sciences,12,1,25,No,0
RM1186,1666,43,36-45,Male,Married,2,Life Sciences,15,1,14,No,0
RM1217,1706,43,36-45,Male,Married,3,Medical,2,1,10,No,0
RM1317,1849,43,36-45,Male,Married,4,Life Sciences,2,1,7,No,0
RM659,913,44,36-45,Male,Married,2,Life Sciences,9,1,8,No,0
RM876,1225,44,36-45,Male,Single,4,Other,29,1,20,No,0
RM892,1246,44,36-45,Female,Married,1,Life Sciences,2,1,10,No,0
RM923,1288,44,36-45,Male,Divorced,2,Life Sciences,4,1,26,No,0
RM1215,1703,44,36-45,Female,Married,3,Life Sciences,2,1,9,No,0
RM312,425,45,36-45,Male,Divorced,3,Life Sciences,7,1,24,No,0
RM806,1117,45,36-45,Female,Married,4,Life Sciences,9,1,15,No,0
RM1100,1553,45,36-45,Male,Divorced,4,Technical Degree,1,1,10,No,0
RM1144,1612,45,36-45,Male,Married,3,Marketing,26,1,10,No,0
RM1161,1635,45,36-45,Female,Divorced,2,Other,2,1,10,No,0
RM1226,1719,45,36-45,Female,Single,2,Technical Degree,28,1,21,No,0
RM179,244,46,46-55,Female,Divorced,2,Marketing,1,1,24,No,0
RM593,820,47,46-55,Female,Married,2,Other,2,1,26,No,0
RM708,987,47,46-55,Male,Divorced,4,Medical,16,1,20,No,0
RM130,170,49,46-55,Female,Married,4,Medical,20,1,16,No,0
RM478,644,50,46-55,Male,Married,3,Medical,3,1,32,No,0
RM524,716,50,46-55,Male,Married,1,Medical,28,1,20,No,0
RM654,905,50,46-55,Male,Divorced,4,Life Sciences,2,1,31,No,0
RM1087,1539,50,46-55,Male,Single,5,Medical,22,1,32,No,0
RM238,329,52,46-55,Male,Single,4,Life Sciences,2,1,33,No,0
RM915,1278,55,46-55,Male,Divorced,1,Medical,8,1,34,No,0
RM1117,1578,55,46-55,Male,Married,5,Marketing,26,1,36,No,0
RM939,1308,58,55+,Male,Divorced,4,Life Sciences,23,1,2,No,0
RM916,1279,21,18-25,Female,Single,2,Life Sciences,10,1,2,Yes,1
RM797,1106,25,18-25,Male,Married,1,Technical Degree,4,1,7,Yes,1
RM694,967,36,36-45,Male,Married,1,Life Sciences,3,1,16,Yes,1
RM753,1042,36,36-45,Female,Single,4,Life Sciences,16,1,18,Yes,1
RM046,58,41,36-45,Female,Married,3,Technical Degree,12,1,23,Yes,1
RM367,488,41,36-45,Male,Single,3,Marketing,4,1,8,Yes,1
RM1280,1792,44,36-45,Male,Divorced,2,Medical,1,1,6,Yes,1
RM090,118,46,46-55,Male,Single,2,Medical,9,1,9,Yes,1
RM272,376,47,46-55,Male,Married,4,Life Sciences,29,1,10,Yes,1
RM608,840,49,46-55,Female,Married,3,Marketing,11,1,9,Yes,1
RM750,1038,52,46-55,Female,Married,1,Marketing,2,1,33,Yes,1
RM127,165,58,55+,Female,Married,4,Medical,23,1,40,Yes,1
RM135,177,26,26-35,Female,Married,1,Life Sciences,25,1,8,No,0
RM913,1275,26,26-35,Male,Single,2,Life Sciences,4,1,8,No,0
RM1207,1693,26,26-35,Male,Single,3,Medical,7,1,7,No,0
RM1329,1864,27,26-35,Female,Married,1,Medical,23,1,9,No,0
RM613,846,28,26-35,Female,Married,4,Marketing,2,1,8,No,0
RM045,57,30,26-35,Female,Single,2,Medical,1,1,12,No,0
RM212,292,30,26-35,Male,Single,1,Life Sciences,1,1,12,No,0
RM326,442,31,26-35,Female,Married,2,Life Sciences,7,1,10,No,0
RM1390,1956,31,26-35,Male,Married,3,Life Sciences,1,1,10,No,0
RM027,33,32,26-35,Female,Single,1,Life Sciences,16,1,10,Yes,1
RM061,78,32,26-35,Male,Married,3,Medical,1,1,9,No,0
RM881,1234,32,26-35,Female,Married,3,Other,13,1,2,No,0
RM793,1101,33,26-35,Female,Single,4,Medical,29,1,14,Yes,1
RM1399,1970,33,26-35,Male,Divorced,2,Life Sciences,7,1,9,No,0
RM1301,1823,34,26-35,Male,Married,2,Technical Degree,8,1,10,No,0
RM1354,1905,34,26-35,Male,Married,4,Technical Degree,16,1,5,Yes,1
RM1385,1950,34,26-35,Male,Single,3,Marketing,1,1,14,No,0
RM636,880,35,26-35,Female,Married,3,Life Sciences,9,1,17,No,0
RM126,164,26,26-35,Female,Married,3,Other,6,1,5,No,0
RM285,390,26,26-35,Male,Married,2,Medical,11,1,5,No,0
RM294,401,26,26-35,Male,Single,4,Marketing,4,1,8,Yes,1
RM356,476,26,26-35,Male,Married,3,Life Sciences,1,1,8,No,0
RM834,1162,27,26-35,Male,Married,3,Life Sciences,6,1,4,No,0
RM890,1244,27,26-35,Male,Married,3,Life Sciences,14,1,9,No,0
RM997,1403,27,26-35,Female,Married,3,Marketing,10,1,6,No,0
RM998,1405,27,26-35,Female,Single,4,Life Sciences,17,1,8,Yes,1
RM052,65,28,26-35,Male,Single,4,Technical Degree,5,1,2,Yes,1
RM794,1102,28,26-35,Male,Divorced,2,Life Sciences,15,1,4,No,0
RM869,1216,28,26-35,Male,Married,4,Medical,19,1,6,No,0
RM930,1296,28,26-35,Male,Married,3,Life Sciences,2,1,2,No,0
RM1324,1858,28,26-35,Male,Divorced,2,Life Sciences,1,1,3,No,0
RM016,20,29,26-35,Female,Divorced,4,Life Sciences,21,1,10,No,0
RM228,312,29,26-35,Female,Married,1,Medical,1,1,11,No,0
RM520,710,29,26-35,Male,Divorced,4,Life Sciences,1,1,10,No,0
RM556,766,29,26-35,Male,Divorced,3,Marketing,10,1,2,No,0
RM837,1165,29,26-35,Female,Married,1,Life Sciences,23,1,11,Yes,1
RM1250,1752,29,26-35,Female,Single,3,Marketing,9,1,2,Yes,1
RM1319,1852,29,26-35,Male,Married,1,Medical,20,1,11,No,0
RM081,104,30,26-35,Male,Married,1,Life Sciences,1,1,10,No,0
RM089,117,30,26-35,Male,Married,3,Life Sciences,2,1,11,No,0
RM093,121,30,26-35,Female,Divorced,2,Medical,4,1,11,No,0
RM174,239,30,26-35,Male,Divorced,3,Medical,9,1,12,No,0
RM875,1224,30,26-35,Male,Divorced,4,Life Sciences,7,1,10,No,0
RM1107,1562,30,26-35,Male,Married,3,Life Sciences,1,1,10,Yes,1
RM013,16,31,26-35,Male,Divorced,1,Life Sciences,26,1,5,No,0
RM293,399,31,26-35,Female,Divorced,3,Marketing,5,1,2,No,0
RM343,462,31,26-35,Female,Single,4,Medical,7,1,11,No,0
RM395,524,31,26-35,Female,Married,2,Medical,7,1,13,No,0
RM400,530,31,26-35,Male,Married,2,Life Sciences,1,1,4,No,0
RM832,1160,31,26-35,Male,Married,3,Medical,15,1,2,Yes,1
RM951,1324,31,26-35,Female,Divorced,4,Life Sciences,2,1,10,No,0
RM953,1331,31,26-35,Female,Single,3,Life Sciences,1,1,3,Yes,1
RM986,1389,31,26-35,Male,Married,4,Medical,22,1,10,Yes,1
RM1031,1453,31,26-35,Male,Divorced,2,Life Sciences,8,1,13,No,0
RM1034,1459,31,26-35,Female,Single,5,Life Sciences,1,1,10,Yes,1
RM1086,1537,31,26-35,Female,Single,3,Life Sciences,3,1,7,Yes,1
RM1275,1784,31,26-35,Female,Married,4,Marketing,29,1,13,No,0
RM1383,1948,31,26-35,Male,Divorced,2,Medical,3,1,4,No,0
RM095,125,32,26-35,Male,Single,4,Medical,6,1,12,No,0
RM155,207,32,26-35,Female,Single,3,Marketing,8,1,9,No,0
RM211,291,32,26-35,Male,Married,4,Medical,4,1,14,Yes,1
RM307,420,32,26-35,Male,Married,3,Life Sciences,7,1,13,No,0
RM320,436,32,26-35,Female,Married,2,Technical Degree,8,1,13,No,0
RM559,772,32,26-35,Male,Married,4,Life Sciences,24,1,10,No,0
RM601,830,32,26-35,Female,Married,3,Life Sciences,4,1,14,No,0
RM642,889,32,26-35,Male,Married,2,Life Sciences,5,1,10,No,0
RM693,966,32,26-35,Female,Married,4,Medical,3,1,8,No,0
RM1427,2010,32,26-35,Female,Single,4,Life Sciences,29,1,6,No,0
RM1432,2016,32,26-35,Female,Married,4,Marketing,1,1,14,No,0
RM004,5,33,26-35,Female,Married,4,Life Sciences,3,1,8,No,0
RM056,73,33,26-35,Female,Single,2,Life Sciences,1,1,15,No,0
RM515,702,33,26-35,Male,Single,3,Life Sciences,3,1,10,Yes,1
RM563,780,33,26-35,Male,Single,4,Other,1,1,10,Yes,1
RM711,992,33,26-35,Male,Single,3,Life Sciences,17,1,10,No,0
RM1096,1549,33,26-35,Male,Married,4,Life Sciences,28,1,15,No,0
RM1211,1698,33,26-35,Male,Married,3,Medical,21,1,14,No,0
RM104,138,34,26-35,Female,Single,4,Other,6,1,16,No,0
RM203,277,34,26-35,Male,Divorced,4,Medical,10,1,5,No,0
RM463,621,34,26-35,Male,Single,4,Life Sciences,21,1,10,No,0
RM504,683,34,26-35,Male,Married,5,Life Sciences,1,1,10,No,0
RM525,717,34,26-35,Female,Single,3,Medical,9,1,9,No,0
RM965,1356,34,26-35,Female,Single,2,Medical,15,1,10,No,0
RM984,1383,34,26-35,Female,Single,4,Technical Degree,2,1,14,No,0
RM1040,1467,34,26-35,Female,Married,4,Technical Degree,9,1,2,Yes,1
RM1085,1535,34,26-35,Male,Married,3,Technical Degree,1,1,10,No,0
RM1132,1597,34,26-35,Male,Married,4,Technical Degree,10,1,8,No,0
RM1147,1615,34,26-35,Male,Divorced,4,Life Sciences,10,1,9,No,0
RM1180,1658,34,26-35,Female,Divorced,3,Life Sciences,3,1,11,No,0
RM1209,1696,34,26-35,Male,Married,2,Medical,5,1,15,No,0
RM1213,1701,34,26-35,Female,Married,3,Life Sciences,19,1,10,No,0
RM1369,1932,34,26-35,Male,Married,4,Other,22,1,16,No,0
RM038,49,35,26-35,Female,Married,3,Marketing,2,1,2,No,0
RM509,691,35,26-35,Male,Single,4,Life Sciences,6,1,17,No,0
RM637,881,35,26-35,Female,Divorced,4,Life Sciences,25,1,10,Yes,1
RM730,1014,35,26-35,Female,Divorced,4,Medical,25,1,16,No,0
RM849,1185,35,26-35,Male,Married,4,Other,4,1,2,No,0
RM1082,1529,35,26-35,Female,Single,3,Life Sciences,16,1,11,No,0
RM1131,1596,35,26-35,Male,Married,3,Life Sciences,28,1,10,No,0
RM1158,1630,35,26-35,Female,Married,4,Life Sciences,8,1,15,No,0
RM1282,1797,35,26-35,Male,Single,3,Life Sciences,27,1,10,Yes,1
